,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
6088,2018-09-11 11:00:00,"8,63861","8,56232","9,21861","12,8202","15,3","9,503","13,6552","11,0","11,401","18,999","23,357","10,6708",,"8,89072","39,5979","28,2974","24,1461","13,9702","19,267285","16,3","14,263357","19,08","8,98176","21,006806","8,64","27,743089","22,229541","21,42","23,13","14,680468","16,0161","5,8","11,0",,"19,7089","3,65196","13,9956","13,3927","13,8322",,"31,8","15,0","28,7","12,7474","21,7655","9,39478","12,0075","16,107","9,48722","7,64513","14,7369"
6089,2018-09-11 12:00:00,"8,48444","10,9833","7,18306","10,7683","14,1","8,103","10,596","11,0","8,71","9,549","11,957","11,3875",,"7,89505","35,5154","19,3697","22,91","12,9238","18,024489","20,3","15,391907","22,42","10,294143","12,554161","9,14","21,914518","19,874191","15,84","19,25","9,161495","19,0128","7,2","10,0",,"18,6315","3,88151","14,5608","11,1478","13,415",,"19,0","12,0","13,48","20,3153","17,667","11,9873","8,63833","12,0022","11,8031","6,77554","14,3475"
6090,2018-09-11 13:00:00,"8,0","10,9808","10,7142",,"9,5",,"8,1104","10,0","6,019",,,"14,8242",,"10,2413","23,7079","16,264","14,9252","14,6601","15,331765","22,8","12,170411","15,83","6,644799","10,17429","9,01","17,998446","13,427971","10,93","15,49","5,552936","9,60194","8,2","10,0",,"13,03","4,85575","12,6768","5,59543","6,94861",,"20,1","9,1","16,46","10,4758","11,1465","9,1456","8,76278","10,6017","11,3836","10,2721","13,2136"
6091,2018-09-11 14:00:00,"6,18972","8,96111","9,86972","6,6645","6,7","8,0155","5,9116","11,0","5,122","7,449",,"10,0619",,"16,2279","15,5397","7,20046","7,43305","7,65967","10,774846","19,1","10,272395","13,79","4,791347","9,517774","9,62","11,896661","10,452793","8,54","9,82","4,067058","5,50361","8,4","4,0",,"15,9299","6,00276","11,358","0,815","8,90667",,"21,0","8,1","23,04","15,0888","8,0475","8,8197","12,9572","17,3025","13,8614","8,55927","10,5822"
6092,2018-09-11 15:00:00,"5,91722","11,3862","9,5206","6,3024","7,0","4,8655","5,4336","12,0","5,122","4,299",,"8,51694",,"13,0479","14,722","3,3","8,25972","8,052","6,217927","21,1","3,849922","10,27","5,908023","7,466161","8,86","10,257375","7,353649","8,33","7,5","4,703863","5,72111","10,7","4,0",,"18,5826","8,79285","10,1334","3,73089","11,5097",,"16,9","8,2","12,94","11,6942","8,18197","7,63283","12,4747","9,81032","11,5831","9,29727","9,28806"
6093,2018-09-11 16:00:00,"6,16389","10,1411","9,54418","14,51","10,9","5,2155","3,904","10,0","6,019","9,549","3,407","8,49056",,"11,6929","15,7474","7,24043","9,91957","8,11604","6,010795","12,4","3,757586","9,38","5,343929","7,548226","8,29","8,709161","7,229683","8,11","7,45","5,340668","6,46889","13,8","7,0",,"5,93221","8,99718","10,6044","10,3573","16,4614",,"12,2","7,6","12,62","10,2958","7,84701",,"8,30472","8,26652","9,67833","11,5202","8,83583"
6094,2018-09-11 17:00:00,"7,23278","12,9114","12,7069","14,9928","11,0","12,478","5,4336","10,0","7,813","11,649","10,532","8,27556",,"8,77733","16,436","12,1434","10,3009","9,39962","7,046458","11,1","3,470319","9,67","3,881889","9,43571","10,48","10,803804","6,361923","7,49","8,99","4,597729","7,56528","12,3","8,0",,"8,17965","10,6795","12,3942","13,4978","14,2886",,"10,8","11,5","10,47","12,5909","7,10618",,"7,9975","7,2144","10,0386","8,82475","7,48944"
6095,2018-09-11 18:00:00,"9,16722","24,6039","12,2537","16,3205","14,4","9,153","7,3456","12,0","7,813","11,649",,"10,6956",,"3,90238","16,9532","9,02747","9,59927","12,1227","9,842749","7,0","5,275998","9,85","5,562659","11,815581","9,99","9,893089","6,857786","8,93","9,97","6,18974","8,90361","12,8","11,0",,"19,5098","17,0596","14,184","12,6108","19,0783",,"8,3","19,4","8,14","11,0116","7,84408","8,50884","9,56889","9,92342","10,4339","8,24261","6,59278"
6096,2018-09-11 19:00:00,"21,3247","24,4757","16,3642","17,6482","17,5","10,4655","10,2136","20,0","14,092","14,799","10,532","19,3203",,"3,34892","20,4193","11,9133","27,2489","17,5281","11,292678","5,8","6,055724","9,12","7,036211","13,538935","9,07","10,348446","6,981752","10,19","10,36","9,692165","11,8667","22,4","16,0",,"15,7268","31,0175","15,126","10,6557","18,5731",,"6,6","25,7","19,1","17,1252","11,0563","15,0345","9,30056","8,403","11,6194","8,41707","6,95139"
6097,2018-09-11 20:00:00,"12,6564","26,1091","19,8155","17,7689","16,3","14,928","13,1772","26,0","14,989","14,799","20,507","17,0111",,"5,71805","25,1427","28,6466","12,8607","29,3346","12,328341","7,8","13,07325","8,24","8,498251","18,462806","10,36","12,260946","8,593307","10,31","10,64","11,814847","16,7889","19,3","13,0",,"21,7258","30,2198","15,6912","13,3696","23,7736",,"9,4","21,9","12,42","24,6154","16,729","17,3607","10,6092","17,3316","12,7258","5,9951","7,55111"
6098,2018-09-11 21:00:00,"14,4769","23,3668","23,8684","16,6826","15,9","13,0905","14,2288","18,0","16,783","12,699","26,207","25,0489",,"4,36138","26,9789","41,0256","4,22567","17,1111","14,710367","9,6","14,242838","11,89","10,040876","27,079581","11,49","11,623446","8,593307","11,05","12,45","10,010568","20,7289","16,0","11,0",,"16,738","25,3157","17,7636","15,3704","20,6014",,"18,9","19,4","11,66","24,3532","17,7269","16,2347","11,2381","13,4404","13,6111","5,62679","8,14556"
6099,2018-09-11 22:00:00,"20,2914","26,8793","22,8099","17,1654","15,3","8,1905","15,1848","18,0","17,68","15,849","19,082","20,805",,"3,81666","24,8537","29,6162","12,8941","21,2882","13,77827","11,7","14,540365","13,69","10,915797","26,751323","10,63","13,262732","9,213136","10,76","14,79","9,161495","20,7678","13,3","8,0",,"22,8321","24,4796","16,2564","15,2296","15,5411",,"36,2","19,0","13,68","26,5994","18,4667","12,2974","9,79278","20,8969","15,3578","4,56359","6,59472"
6100,2018-09-11 23:00:00,"19,6933","26,5548","22,9318","10,7683","14,3","7,753","14,2288","16,0","18,577","15,849","16,232","22,3461",,"5,37711","27,4817","24,3431","17,4874","22,6529","12,846173","12,3","14,591663","12,36","10,869749","25,027968","11,51","12,169875","9,585033","10,36","12,7","9,7983","20,1419","11,4","7,0",,"22,4138","23,6345","11,4522","15,9609","14,9533",,"31,3","17,8",,"20,3678","22,9087","15,6243","10,6036","19,3094","15,5133","6,54753","6,80944"
6101,2018-09-12 00:00:00,"14,8625","21,9748","15,5943","10,7683","14,2","13,7905","13,7508","27,0","19,474","18,999","19,082","19,9906",,"4,01264","31,0383","28,6508","18,2087","20,7592","13,053305","12,2","14,704518","12,21","11,330234","20,760613","10,63","12,716304","8,345375","12,19","13,88","11,496445","17,8225","12,8","7,0",,"21,4956","22,151","11,358","16,4757","11,7361",,"36,0","19,5","16,26","19,6948","21,593","13,5226","11,8978","17,5446","13,0486","10,3505","9,48333"
6102,2018-09-12 01:00:00,"13,1247","14,3194","20,2591","10,2855","14,3","12,653","12,6992","25,0","17,68","18,999","23,357","13,2733",,"3,54756","38,7332","20,0965","20,5232","18,7394","11,914076","11,2","12,980915","9,54","11,053943","20,678548","9,94","12,898446","10,204862","14,4","14,62","14,255932","17,6656","11,6","9,0",,"22,85","21,1161","10,3218","18,3121","10,1942",,"30,4","20,0","15,52","16,3037","21,5075","13,8295","11,8614","15,2002","12,4114","6,94028","11,2072"
6103,2018-09-12 02:00:00,"12,5794","19,565","17,8175","8,8371","12,2","14,4905","12,2212","20,0","16,783","17,949","20,507","10,2442",,"5,92282","39,7399","17,7096","13,3621","20,174","12,949739","10,9","10,795632","8,75","11,065455","17,642161","10,39","13,627018","11,940382","16,41","16,21","16,590882","18,9208","11,4","10,0",,"22,5432","21,2118","9,6624","12,4555","5,83194",,"31,2","21,6","21,58","18,3401","22,043","12,8444","12,2208","19,008","11,5156","8,00506","10,6314"
6104,2018-09-12 03:00:00,"13,2658","12,7741","14,1249","10,0441","10,9","11,603","12,6992","20,0","17,68","17,949","14,807","9,90806",,"5,7317","41,4718","12,0215","18,3221","19,3893","13,881836","10,2","11,031602","12,64","11,099991","17,642161","10,29","15,084161","13,304006","18,07","17,46","17,121552","20,465","10,8","10,0",,"18,7864","21,0539","8,7204","10,6543","4,00111",,"28,3","22,5","14,51","16,4086","23,3521","13,2595","12,4372","20,979","11,6986","4,60182","9,485"
6105,2018-09-12 04:00:00,"12,0614","15,5022","13,5997","12,096","10,6","18,3405","12,03","21,0","17,68","17,949","14,807","14,4978",,"5,09474","42,06","13,6219","14,878","19,0637","14,917499","10,5","12,119113","15,71","10,662531","17,642161","12,27","17,087732","14,543663","18,6","19,03","17,546088","20,4453","10,8","9,0",,"17,7661","21,8786","8,3436","10,6747","7,65278",,"24,1","22,9","16,22","14,3459","23,9882","13,6949","12,4728","15,1626","11,3908","3,87528","8,73611"
6106,2018-09-12 05:00:00,"13,5458","13,999","13,4415","11,8546","12,2","15,0155","14,42","22,0","19,474","18,999","26,207","11,8022",,"7,68065","45,366","21,7368","17,1571","21,3789","16,056729","11,8","13,463113","16,73","10,892773","18,873129","14,11","20,002018","14,791595","19,53","20,39","18,395161","21,5789","11,2","6,0",,"20,6461","19,5377","7,9668","10,3378","14,1094",,"26,1","27,0","18,62","15,7618","25,5526","16,5381","13,2769","16,2094","12,0175","4,88607","8,34056"
6107,2018-09-12 06:00:00,"13,6553","23,114","16,9643","14,8721","13,7","19,478","15,6628","25,0","19,474","20,049","24,782","10,6428",,"10,2386","47,4833","17,92","20,97","24,399","15,953163","14,7","14,991785","18,97","11,652573","19,283452","16,46","26,194875","15,535389","20,14","21,12","18,713563","25,9144","11,8","7,0",,"16,0936","21,2828","8,532","10,1676","14,3558",,"19,0","25,7","18,77","15,7094","30,126","14,8419","14,7003","15,8481","12,6306","6,06583","8,47611"
6108,2018-09-12 07:00:00,"13,8364","20,933","18,3156","14,6307","14,6","14,228","13,464","27,0","18,577","20,049","24,782","9,56639",,"10,1939","53,6171","25,6716","28,8791","25,7561","16,263862","15,6","17,177067","13,82","12,06701","21,088871","17,87","28,471661","16,899013","16,65","21,78","18,713563","32,8622","11,8","9,0",,"17,1589","25,2147","9,474","13,908","15,0178",,"27,2","26,2","13,94","19,2753","30,48","18,5969","15,0458","18,8271","12,7742","8,76337","10,7483"
6109,2018-09-12 08:00:00,"12,8797","15,6672","15,2191","13,0616","13,8","14,6655","11,552","24,0","15,886","20,049","21,932","9,27917",,"9,22671","49,9861","17,7547","15,4754","14,9436","15,435331","17,7","14,222319","22,63","10,754628","18,052484","15,33","23,553804","15,411424","12,28","16,83","12,13325","34,5783","12,3","17,0",,"14,557","21,5887","9,6624","13,9551","16,4125",,"27,1","22,5","15,05","14,6606","20,5221","12,801","12,9297","20,6405","12,3339","9,62796","10,2294"
6110,2018-09-12 09:00:00,"11,8311","11,6421","15,4393","16,5619","14,5","9,853","9,0664","18,0","11,401","16,899","17,657","7,93778",,"10,2026","37,7498","16,5234","8,56604","8,93469","10,878412","16,3","8,8258","16,57","8,498251","12,143839","10,31","16,268089","11,320554","9,56","11,85","12,239384","23,8097","12,7","13,0",,"14,1444","13,4424","9,3798","14,4192","13,9489",,"24,9","17,3","13,03","20,7786","13,7287","19,4853","11,295","25,0753","11,0914","6,7126","8,82722"
6111,2018-09-12 10:00:00,"6,16444","7,42866","8,50376","18,8552","16,4","9,678","6,6764","15,0","7,813","9,549","9,107","6,94389",,"16,3996","27,8662","11,6042","12,654","7,832","8,807086","12,3","6,866227","13,17","6,75992","9,928097","7,21","11,896661","8,841238","6,86","9,61","8,52469","12,1425","10,4","19,0",,"16,4728","3,49607","8,2494","12,6139","11,2497",,"29,0","12,3","11,6","19,5287","10,5828","14,6446","11,8303","12,7152","8,74083","7,8399","8,22833"
6112,2018-09-12 11:00:00,"4,48139","9,22922","9,07952","11,2511","14,0","6,528",,"19,0","5,122","7,449","19,082","6,81778",,"11,6785","21,3857","5,8262","12,5197","6,9784","6,735759","11,5","4,096151","10,68","4,572616","7,876484","6,73","8,253804","5,86606","5,52","7,21","6,18974","9,39806","7,9","18,0",,"9,42741","2,59084","7,8726","13,1324","10,5564",,"17,7","9,1","14,37","16,461","9,33644","12,1618","9,89111","10,6332","7,45889","7,18314","8,53944"
6113,2018-09-12 12:00:00,"4,05028","5,34836","5,07427","8,5957","10,7","12,478","3,5216","11,0","3,328","5,349","7,682","6,03556",,"8,6964","16,3823","5,09595","14,2572","5,79553","5,907228","8,1","2,567479","8,23","3,893401","6,809645","5,76","6,523446","4,874334","5,3","6,34","4,279327","7,27833","7,3","9,0",,"6,33692","2,51058","7,4958","12,7154","9,22889",,"22,9","6,3","14,55","12,4091","8,38709","8,24714","8,96556","7,95497","6,21611","6,95525","7,43778"
6114,2018-09-12 13:00:00,"4,78722","3,75437","3,12533","13,1823","15,2","5,3905","3,8084","10,0","3,328","3,249","4,832","5,57222",,"6,65658","15,9356","7,09054","23,0679","5,29027","6,114361","5,2","2,475144","4,52","3,709207","6,317258","5,8","7,069875","4,254505","5,03","6,19","3,217986","5,16833","8,1","10,0",,"7,38502","2,35518","7,2132","22,7502","9,65472",,"16,3","6,3","21,66","13,6817","8,17661",,"7,97333","7,20542","5,90556","5,60761","7,55833"
6115,2018-09-12 14:00:00,"4,45972","7,17195","2,80751","6,6645","12,3","5,828","3,6172","9,0","3,328","5,349","1,982","4,90417",,"6,66698","14,9464","6,58466","14,6134","5,2272","6,010795","6,9","2,618777","4,86","3,525013","6,399323","5,83","7,160946","4,130539","5,14","5,76","3,32412","4,48806","11,9","8,0",,"6,73534","2,79201","6,8364","16,2425","10,1283",,"13,0","6,1","28,81","13,6904","8,44629","9,30719","7,77806","8,65259","5,45722","5,09735","7,96667"
6116,2018-09-12 15:00:00,"4,7825","9,6672","2,54158","16,5619","15,2","7,3155","4,2864","9,0","3,328","3,249","7,682","5,26167",,"3,52172","14,444","5,06095","13,8914","4,92409","6,010795","7,0","3,029159","5,73","3,513501","6,563452","5,77","7,798446","4,254505","5,19","6,11","3,85479","5,16083","12,5","5,0",,"6,07307","2,50666","7,59","0,815","9,61361",,"12,0","5,2","34,64","11,4451","7,03407","9,07976","11,1194","6,84917","5,07333","4,39303","7,20722"
6117,2018-09-12 16:00:00,"4,98222","8,30095","3,92816",,"19,8","8,0155","4,2864","10,0","3,328","5,349","4,832","5,15083",,,"14,624","7,94635","10,6965","4,79184","5,907228","5,7","3,295907","6,32","3,45594","6,727581","5,88","8,071661","4,254505","5,9","6,43","4,279327","5,28222","19,4","5,0",,"6,15534","4,96343","8,7204","0,815","6,89213",,"10,7","5,8","31,58","14,3896","6,17023","9,19894","8,04972","3,93193","5,60889","4,71367","7,66139"
6118,2018-09-12 17:00:00,"5,64472","5,29482","8,00154",,"10,7","8,628","4,7644","11,0","5,122","4,299","10,532","5,32028",,,"15,9762","10,2882","14,1683","5,31593","6,010795","7,8","3,737067","4,73","3,501989","7,137903","6,05","8,253804","4,750368","6,6","7,16","4,597729","6,01889","15,6","6,0",,"8,12217","7,88982","10,2276","0,815","4,13333",,"10,6","7,5","44,35","16,3299","5,94099","10,6813","8,22667","4,42169","5,18361","5,14287","6,52083"
6119,2018-09-12 18:00:00,"6,67417","15,9102","8,1884","19,0966","10,1","6,7905","6,294","11,0","6,019","9,549","14,807","6,92028",,,"20,8948","13,4645","8,97328","8,14538","8,910652","7,7","4,916915","5,62","4,169692","10,010161","8,02","12,625232","5,618128","9,84","8,6","5,977472","6,99139","14,2","4,0",,"10,6213","11,6098","15,3144","2,05245","5,14111",,"9,9","10,4","127,56","34,6577","6,41043","11,5075","7,86583","6,11842","5,19639","9,77903","8,50361"
6120,2018-09-12 19:00:00,"23,5417","30,0873","13,1458","22,1141","13,2","6,528","13,3684","17,0","14,092","20,049","9,107","12,9197",,,"32,6599","21,4196","28,9139","21,561","9,117785","6,8","9,390075","9,91","5,171247","21,088871","9,85","11,077018","9,708999","13,95","10,61","12,239384","7,42639","20,6","2,0",,"23,695","23,7047","18,3288","4,0519","18,1553",,"15,5","18,9","59,37","16,3386","7,88549","10,5069","6,53167","7,32772","6,04278","7,18469","11,3186"
6121,2018-09-12 20:00:00,"24,9622","33,0939","19,7625",,"7,6",,"11,552","23,0","23,959","27,399","41,882","14,355",,,"36,7113","35,3533","20,2388","40,896","10,567713","10,1","16,602533","12,89","6,644799","21,417129","12,48","15,357375","11,568485","16,24","12,68","17,121552","11,2911","10,4","6,0",,"20,5969","25,0701","18,3288","7,05247","5,17472",,"14,5","22,5","68,5","28,8019","9,07846","8,60232","4,30583","8,39725","8,4575","3,05188","6,20667"
6122,2018-09-12 21:00:00,"15,3714","39,4202","24,9759",,"4,7","6,703","9,0664","25,0","23,062","47,349","36,182","8,26167",,,"40,4629","37,5389","27,6191","19,613","17,092392","14,6","14,899449","24,25","8,302545","21,335065","12,73","18,727018","17,766773","14,49","14,32","19,774904","25,8794","5,1","5,0",,"22,4101","26,4163","12,9594","5,97123","5,31556",,"25,5","20,6","40,96","26,1449","9,87092","11,6124","2,97278","18,6728","9,0275","3,10179","4,88778"
6123,2018-09-12 22:00:00,"18,4061","28,8386","28,8954",,"4,7","6,703","8,1104","29,0","16,783","50,499","34,757","9,81722",,,"48,9768","35,0447","22,3937","14,4217","18,645887","15,4","13,565708","26,11","7,934157","21,335065","14,51","20,457375","19,254362","16,68","17,54","21,791452","16,7556","5,5","5,0",,"21,9211","20,0231","11,2638","3,65392","3,93889",,"27,4","18,5","21,26","29,134","11,5384","13,4439","2,42","18,4638","8,79861","5,13926","4,03972"
6124,2018-09-12 23:00:00,"16,6125","13,2489","15,7803","5,0954","5,7","7,403","8,7796","25,0","11,401","36,849","33,332","10,6717",,,"58,7989","34,0752","21,8696","18,9855","18,645887","19,3","13,545189","24,79","7,899621","21,170935","16,14","16,177018","18,014705","11,71","18,65",,"21,3408","3,1","6,0",,"24,5912","18,1448","11,7348","2,87786","3,76444",,"36,6","19,2","13,67","23,1471","15,6973","12,9574","2,64639","14,3966","6,42583","4,95664","3,40917"
6125,2018-09-13 00:00:00,"14,3242","9,32302","8,24257","3,2849","5,4",,"6,772","21,0","11,401","18,999","13,382","11,2389",,,"59,1522","37,5657","23,7028","19,6594","14,710367","12,6","11,206014","27,94","8,198936","20,678548","17,72","11,168089","9,337101","9,16","13,85","13,300725","18,5603","2,1","15,0",,"18,6318","18,3818","11,829","0,815","5,06944",,"46,2","20,1","10,83","20,5863","15,0759","10,6255","3,94222","9,37783","4,215","7,56664","3,08806"
6126,2018-09-13 01:00:00,"13,9069","11,6235","7,71597","2,5607","4,7","4,8655","3,904","20,0","9,607","20,049","7,682","9,72722",,,"48,5934","25,3157","20,385","18,8618","10,257014","10,1","5,563266","7,89","7,208893","19,201387","14,86","8,709161","7,229683","7,63","11,96","9,586031","18,5592","2,3","5,0",,"16,0911","17,1557","11,0754","0,815","3,99304",,"36,5","20,6","11,94","21,4428","14,8167","13,0767","5,13444","15,9905","4,65333","4,63062","3,03611"
6127,2018-09-13 02:00:00,"13,6469","8,96062","6,937","4,0091","4,4","7,053","3,426","20,0","9,607","12,699","7,682","9,19833",,,"51,9083","25,0406","21,1975","18,9295","8,39282","7,7","4,424456","8,28","5,908023","18,134548","9,76","7,616304","6,609854","6,77","10,1","9,7983","19,1122","2,7","5,0",,"9,43146","16,583","10,9812","1,44572","3,81333",,"36,7","22,8","16,46","18,7247","14,8688","12,1316","5,55611","15,5805","5,44639","1,05253","3,02472"
6128,2018-09-13 03:00:00,"13,8014","6,71498","11,9929","6,3024","4,1","6,178","3,7128","21,0","10,504","7,449","6,257","8,77972",,,"52,6","21,7895","18,2277","18,8014","7,771422","7,0","3,931998","8,15","5,585683","16,821516","8,97","7,160946","7,105718","7,91","9,29","11,496445","20,5986","2,6","2,0",,"13,6991","16,0907","11,0754","1,89941","3,65361",,"31,6","27,0","18,1","12,764","16,2494","12,8722","6,01472","8,07568","5,86694","3,37169","3,21917"
6129,2018-09-13 04:00:00,"13,3025","8,21776","11,1723","8,5957","4,9","4,253","4,5732","22,0","11,401","5,349","9,107","8,57667",,,"48,6691","19,0276","26,1356","18,5959","8,185688","4,7","3,993556","7,5","5,228807","14,359581","8,44","7,069875","6,981752","6,66","9,09","10,753506","22,3261","2,3","2,0",,"11,5316","16,3048","11,5464","2,36803","5,12583",,"27,6","24,6","20,58","13,9788","17,5008","14,2481","6,6525","10,8381","6,35028","4,87597","3,45944"
6130,2018-09-13 05:00:00,"13,1814","8,92435","9,32674","5,2161","4,5","4,1655","6,294","24,0","13,195","8,499","4,832","8,70083",,,"51,4423","19,4951","17,6839","20,8076","7,874989","4,6","8,764243","8,7","5,113686","17,478032","8,41","7,160946","6,73382","6,17","7,88","11,178043","21,4392","1,9","0,0",,"17,5402","16,2346","11,829","3,42572","7,89806",,"27,1","24,5","22,44","15,8317","18,9082","17,1418","7,09444","14,9589","7,17806","5,06431","3,97917"
6131,2018-09-13 06:00:00,"13,8161","12,7324","10,3307","7,8715","4,7","5,7405","22,3548","27,0","13,195","8,499",,"9,43417",,,"52,3331","15,7155","27,2855","20,9303","7,874989","7,6","8,641128","9,78","6,356996","15,344355","8,72","8,344875","6,609854","6,55","10,7","11,708713","24,2956","2,1","0,0",,"20,1364","16,4827","12,0174","6,81113","6,97583",,"26,7","25,9","21,72","19,6511","22,681","19,3275","7,72028","13,8026","6,90139","4,93476","4,49611"
6132,2018-09-13 07:00:00,"17,8006","17,0332","9,10107","9,3199","8,6","19,9155","9,5444","25,0","14,092","9,549",,"9,03583",,,"53,0743","36,8476",,"21,6509","8,496387","10,2","5,624823","8,99","9,315612","15,180226","8,7","7,707375","6,113991","6,31","9,89","13,088456","24,8036","2,4","2,0",,"20,4469","19,3764","12,0174","7,47355","6,12611",,"21,5","30,6","23,81","17,1078","29,8263","18,4159","8,01111","12,731","8,61","5,20557","6,66861"
6133,2018-09-13 08:00:00,"21,1203","13,157","10,38","14,0272","10,3","6,528","5,816","21,0","9,607","7,449",,"8,38083",,,"52,8317","37,0598",,"25,5068","7,046458","9,8","3,860182","9,44","7,208893","14,277516","7,37","8,618089","5,990026","5,19","8,25","11,496445","23,6164","3,7","0,0",,"19,0057","23,1938","12,4884","9,15245","7,77917",,"11,8","20,6","21,75","20,595","30,8173","13,2788","7,16028","12,8489","8,86694","11,6462","7,06556"
6134,2018-09-13 09:00:00,"19,7403","12,1465","6,84145","14,8721","8,1","6,528","5,2424","19,0","7,813","4,299","7,682","7,42861",,,"40,1797","30,1836","7,69889","21,0406","6,321494","9,6","2,803449","7,69","6,356996","12,061774","8,89","9,528804","5,246231","4,37","7,55","7,99402","21,1881","3,6","0,0",,"21,8","9,70737","11,5464","11,0097","7,18222",,"9,9","14,4","22,49","15,0626","24,1139","13,635","6,53778","12,0596","6,56222","8,86841","8,1625"
6135,2018-09-13 10:00:00,"17,3211","13,0046","6,91193","6,6645","5,9","6,6155","4,9556","13,0","8,71","6,399","3,407","7,65778",,,"31,7067","19,1691","17,9319","24,9646","6,114361","9,5","2,639296","8,07","7,128308","12,061774","7,72","7,434161","4,9983","4,68","8,2","4,703863","20,4658","4,0","2,0",,"18,625","4,00191","9,8508","6,37873","5,83028",,"10,8","10,0","20,34","20,2716","19,1279","13,3125","7,35306","9,08447","5,42667","5,39836","9,98917"
6136,2018-09-13 11:00:00,"16,7481","7,47084","10,7505","2,5607","4,5","3,728","3,426","10,0","7,813","7,449","3,407","7,9625",,"1,0","26,693","13,1957","34,7574","17,4555","6,528626","7,7","2,587998","8,94","4,964029","10,092226","6,19","6,523446","4,502437","4,38","8,68","4,067058","18,4622","3,8","2,0",,"20,9007","3,10329","9,474","0,815","5,30528",,"12,7","9,6","23,11","21,8274","24,7682","12,3962","7,23472","9,9221","5,47028","4,99937","13,0375"
6137,2018-09-13 12:00:00,"21,5111","10,8798","10,0515",,"2,4","1,8905","2,948","8,0","6,019","7,449","9,107","7,20306",,"1,0","25,1064","11,0219","18,5962","13,4325","6,010795","7,1","2,064762","5,01","3,467452","9,353645","5,43","6,250232","4,378471","3,94","9,15","3,960924","18,4039","5,0","4,0",,"14,8464","2,80082","9,7566","0,815","5,18639",,"13,0","9,9","22,72","26,0575","31,8344","13,7403","5,75917","8,5494","4,27333","8,81047","13,8553"
6138,2018-09-13 13:00:00,"21,7872","8,80253","12,9299",,"4,6","4,1655","3,1392","8,0","5,122","4,299",,"7,04111",,"6,78891","21,2372","8,02616","20,1135","12,7373","5,389397","5,6","1,500487","4,0","4,422959","8,533","5,07","7,160946","4,254505","4,67","6,98","3,536388","17,2022","5,5","8,0",,"20,389","2,57862","9,0972","0,815","5,51333",,"14,1","9,8","19,3","23,9774","30,5571","11,3284","5,27361","6,05441","6,25222","9,7716","13,5569"
6139,2018-09-13 14:00:00,"22,7028","15,1712","14,3734","19,0966","6,0","15,1905","3,5216","8,0","5,122","4,299",,"6,2175",,"6,94308","21,6261","12,0271","27,2306","13,2342","5,492963","4,5","1,120884","4,83","2,868822","7,794419","5,19","8,618089","4,626402",,"6,67","3,85479","16,8617","5,5","9,0",,"21,3548","2,74649","10,2276","10,1327","5,23501",,"14,5","9,5","21,79","19,7298","27,8591","9,89506","5,10806","3,85839","6,69611","8,66842","10,3753"
6140,2018-09-13 15:00:00,"22,1311","12,996","9,05991",,"7,3","3,2905","5,338","8,0","5,122",,,"7,17444",,"7,06679","22,914","9,80537","15,2895","11,385","5,596529","6,6","1,449189","4,58","3,375355","7,958548","5,51","8,891304","3,386745",,"7,37","3,748656","15,6108","5,3","5,0",,"16,3843","3,41776","10,2276","9,02114","5,5225",,"14,9","11,5","24,93","31,721","23,3531","13,8671","5,02722","6,15469","7,02806","6,01605","9,62139"
6141,2018-09-13 16:00:00,"18,0336","10,0357","7,9278","16,924","6,8","27,4405","5,6248","8,0","5,122","8,499","3,407","7,87083",,"8,68485","33,3331","18,2218","7,48047","12,7211","5,182264","8,2","1,839052","6,64","3,582573","7,466161","6,24","7,889518","3,758642",,"6,86","4,597729","14,0897","6,3","2,0",,"23,3203","6,65323","10,887","12,4283","7,27611",,"13,1","10,7","33,36","27,2811","23,0267","14,1175","5,66583","3,97573","6,12528","5,49066","10,32"
6142,2018-09-13 17:00:00,"17,1783","11,8128","8,09598","6,4231","2,7","11,6905","6,1028","8,0","6,019","5,349","0,557","12,1972",,"8,25386","32,0249","20,0554","14,8821","14,8199","5,803662","5,5","2,629037","7,95","4,365398","7,63029","6,27","6,887732","4,626402",,"6,34","5,340668","20,9681","6,9","0,0",,"26,6618","14,2954","12,1116","11,4843","6,27139",,"9,2","11,8","39,88","23,5317","21,3002","14,0464","5,71528","0,94718","6,34806","6,97151","9,20361"
6143,2018-09-13 18:00:00,"13,9419","13,2296","10,4547","11,4925","5,6","10,028","5,338","18,0","6,019","4,299","7,682","10,6672",,"6,38105","32,1582","19,1914","16,0492","18,2084","6,321494","6,4","3,870441","6,4","6,368508","7,794419","7,26","11,441304","6,113991",,"6,43","4,916131","20,4439",,"1,0",,"24,1649","23,3583","13,9014","10,6923","10,0883",,"8,1","11,0","50,87","30,6023","22,2556","11,6557","7,4725","0,60547","7,02778","11,1641","8,80972"
6144,2018-09-13 19:00:00,"14,2522","12,8311","8,87183","15,8377","7,2","20,353","5,6248","22,0","6,019","5,349","4,832","21,8311",,"7,04404","48,705","27,4948","24,599","27,4003","7,357157","9,0","5,429892","6,67","6,495141","10,912871","10,67","7,980589","6,361923",,"8,67","9,373763","19,5236",,"0,0",,"35,8319","41,3886","23,9808","11,2551","53,8119",,"10,2","14,9","47,27","26,4683","23,5816","10,4681","7,4825","3,43883","7,15083","7,77581","8,91556"
